-------------  TOF INSERTIONS  -------------
--- 0 READS          |          1 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          21 WRITES 
--- 4 READS          |          9 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          21 WRITES 
--- 4 READS          |          5 WRITES 
--- 4 READS          |          15 WRITES 
--- 4 READS          |          9 WRITES 
--- 4 READS          |          15 WRITES 
--- 3 READS          |          11 WRITES 
--- 3 READS          |          17 WRITES 
--- 4 READS          |          5 WRITES 
--- 3 READS          |          11 WRITES 
--- 2 READS          |          7 WRITES 
--- 3 READS          |          3 WRITES 
--- 2 READS          |          7 WRITES 
--- 3 READS          |          17 WRITES 
--- 1 READS          |          13 WRITES 
--- 3 READS          |          17 WRITES 
--- 3 READS          |          17 WRITES 
--- 4 READS          |          15 WRITES 
--- 4 READS          |          15 WRITES 
--- 3 READS          |          11 WRITES 
--- 3 READS          |          3 WRITES 
--- 2 READS          |          7 WRITES 
--- 2 READS          |          7 WRITES 
--- 1 READS          |          13 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          9 WRITES 
--- 2 READS          |          7 WRITES 
--- 3 READS          |          3 WRITES 
--- 3 READS          |          3 WRITES 
--- 3 READS          |          3 WRITES 
--- 3 READS          |          11 WRITES 
--- 4 READS          |          21 WRITES 
--- 4 READS          |          15 WRITES 
--- 4 READS          |          15 WRITES 
--- 4 READS          |          1 WRITES 
--- 3 READS          |          23 WRITES 
--- 4 READS          |          21 WRITES 
--- 3 READS          |          23 WRITES 
--- 4 READS          |          1 WRITES 
--- 3 READS          |          23 WRITES 
--- 1 READS          |          13 WRITES 
--- 1 READS          |          13 WRITES 
--- 1 READS          |          13 WRITES 
--- 1 READS          |          13 WRITES 
--- 3 READS          |          17 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          9 WRITES 
--- 4 READS          |          21 WRITES 
--- 4 READS          |          9 WRITES 
--- 3 READS          |          11 WRITES 
--- 3 READS          |          23 WRITES 
--- 3 READS          |          17 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          9 WRITES 
--- 3 READS          |          3 WRITES 
--- 4 READS          |          15 WRITES 
--- 4 READS          |          9 WRITES 
--- 4 READS          |          15 WRITES 
--- 4 READS          |          1 WRITES 
--- 2 READS          |          19 WRITES 
--- 3 READS          |          11 WRITES 
--- 3 READS          |          11 WRITES 
--- 3 READS          |          11 WRITES 
--- 4 READS          |          22 WRITES 
--- 3 READS          |          25 WRITES 
--- 4 READS          |          23 WRITES 
--- 3 READS          |          11 WRITES 
--- 4 READS          |          19 WRITES 
--- 3 READS          |          11 WRITES 
--- 4 READS          |          15 WRITES 
--- 4 READS          |          19 WRITES 
--- 3 READS          |          17 WRITES 
--- 4 READS          |          19 WRITES 
--- 3 READS          |          3 WRITES 
--- 3 READS          |          25 WRITES 
--- 4 READS          |          9 WRITES 
--- 4 READS          |          5 WRITES 
--- 4 READS          |          15 WRITES 
--- 4 READS          |          5 WRITES 
--- 4 READS          |          5 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          23 WRITES 
--- 1 READS          |          13 WRITES 
--- 3 READS          |          11 WRITES 
--- 3 READS          |          25 WRITES 
--- 4 READS          |          19 WRITES 
--- 4 READS          |          23 WRITES 
--- 3 READS          |          17 WRITES 
--- 3 READS          |          17 WRITES 
--- 1 READS          |          13 WRITES 
--- 1 READS          |          13 WRITES 
--- 3 READS          |          11 WRITES 
--- 4 READS          |          9 WRITES 
--- 2 READS          |          21 WRITES 
--- 1 READS          |          13 WRITES 
--- 4 READS          |          9 WRITES 
--- 4 READS          |          9 WRITES 
--- 1 READS          |          13 WRITES 
--- 2 READS          |          21 WRITES 
--- 4 READS          |          15 WRITES 
--- 3 READS          |          25 WRITES 
--- 4 READS          |          5 WRITES 
--- 4 READS          |          9 WRITES 
--- 4 READS          |          19 WRITES 
--- 4 READS          |          19 WRITES 
--- 4 READS          |          1 WRITES 
--- 3 READS          |          11 WRITES 
--- 4 READS          |          21 WRITES 
--- 3 READS          |          3 WRITES 
--- 4 READS          |          5 WRITES 
--- 3 READS          |          17 WRITES 
--- 2 READS          |          21 WRITES 
--- 3 READS          |          25 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          15 WRITES 
--- 4 READS          |          23 WRITES 
--- 4 READS          |          1 WRITES 
--- 4 READS          |          15 WRITES 
--- 4 READS          |          9 WRITES 
--- 4 READS          |          5 WRITES 
--- 3 READS          |          17 WRITES 
--- 3 READS          |          11 WRITES 
--- 2 READS          |          21 WRITES 
--- 4 READS          |          1 WRITES 
--- 4 READS          |          19 WRITES 
--- 4 READS          |          5 WRITES 
--- 4 READS          |          1 WRITES 
--- 4 READS          |          5 WRITES 
--- 4 READS          |          5 WRITES 
--- 3 READS          |          25 WRITES 
--- 3 READS          |          25 WRITES 
--- 3 READS          |          17 WRITES 
--- 3 READS          |          25 WRITES 
--- 4 READS          |          2 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          25 WRITES 
--- 3 READS          |          27 WRITES 
--- 2 READS          |          23 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          9 WRITES 
--- 3 READS          |          27 WRITES 
--- 4 READS          |          9 WRITES 
--- 1 READS          |          15 WRITES 
--- 2 READS          |          23 WRITES 
--- 4 READS          |          9 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          9 WRITES 
--- 3 READS          |          27 WRITES 
--- 4 READS          |          21 WRITES 
--- 3 READS          |          27 WRITES 
--- 3 READS          |          19 WRITES 
--- 3 READS          |          3 WRITES 
--- 4 READS          |          25 WRITES 
--- 3 READS          |          19 WRITES 
--- 4 READS          |          13 WRITES 
--- 1 READS          |          15 WRITES 
--- 4 READS          |          25 WRITES 
--- 4 READS          |          13 WRITES 
--- 4 READS          |          25 WRITES 
--- 3 READS          |          19 WRITES 
--- 3 READS          |          27 WRITES 
--- 4 READS          |          9 WRITES 
--- 1 READS          |          15 WRITES 
--- 3 READS          |          11 WRITES 
--- 3 READS          |          3 WRITES 
--- 4 READS          |          9 WRITES 
--- 4 READS          |          17 WRITES 
--- 3 READS          |          11 WRITES 
--- 3 READS          |          27 WRITES 
--- 4 READS          |          1 WRITES 
--- 3 READS          |          19 WRITES 
--- 4 READS          |          5 WRITES 
--- 3 READS          |          19 WRITES 
--- 3 READS          |          3 WRITES 
--- 4 READS          |          25 WRITES 
--- 4 READS          |          17 WRITES 
--- 4 READS          |          5 WRITES 
--- 4 READS          |          1 WRITES 
--- 3 READS          |          19 WRITES 
--- 4 READS          |          9 WRITES 
--- 4 READS          |          17 WRITES 
--- 4 READS          |          17 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          21 WRITES 
--- 3 READS          |          27 WRITES 
--- 2 READS          |          7 WRITES 
--- 3 READS          |          3 WRITES 
--- 4 READS          |          21 WRITES 
--- 3 READS          |          3 WRITES 
--- 4 READS          |          5 WRITES 
--- 1 READS          |          15 WRITES 
--- 3 READS          |          3 WRITES 
--- 4 READS          |          1 WRITES 
--- 4 READS          |          1 WRITES 
--- 3 READS          |          27 WRITES 
--- 3 READS          |          3 WRITES 
--- 4 READS          |          1 WRITES 
--- 4 READS          |          17 WRITES 
--- 4 READS          |          25 WRITES 
--- 4 READS          |          17 WRITES 
--- 2 READS          |          23 WRITES 
--- 1 READS          |          15 WRITES 
--- 4 READS          |          1 WRITES 
--- 4 READS          |          2 WRITES 
--- 4 READS          |          13 WRITES 
--- 2 READS          |          23 WRITES 
--- 3 READS          |          19 WRITES 
--- 4 READS          |          13 WRITES 
--- 3 READS          |          27 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          5 WRITES 
--- 4 READS          |          13 WRITES 
--- 4 READS          |          25 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          25 WRITES 
--- 1 READS          |          15 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          13 WRITES 
--- 3 READS          |          19 WRITES 
--- 4 READS          |          9 WRITES 
--- 3 READS          |          3 WRITES 
--- 2 READS          |          7 WRITES 
--- 3 READS          |          27 WRITES 
--- 4 READS          |          25 WRITES 
--- 4 READS          |          21 WRITES 
--- 4 READS          |          9 WRITES 
--- 4 READS          |          17 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          21 WRITES 
--- 1 READS          |          15 WRITES 
--- 3 READS          |          27 WRITES 
--- 1 READS          |          15 WRITES 
--- 4 READS          |          5 WRITES 
--- 3 READS          |          19 WRITES 
--- 4 READS          |          21 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          5 WRITES 
--- 1 READS          |          15 WRITES 
--- 2 READS          |          23 WRITES 
--- 4 READS          |          25 WRITES 
--- 3 READS          |          3 WRITES 
--- 2 READS          |          23 WRITES 
--- 4 READS          |          29 WRITES 
--- 4 READS          |          21 WRITES 
--- 4 READS          |          17 WRITES 
--- 3 READS          |          19 WRITES 
--- 4 READS          |          25 WRITES 
--- 3 READS          |          3 WRITES 
--- 3 READS          |          27 WRITES 
--- 1 READS          |          15 WRITES 
--- 4 READS          |          13 WRITES 
--- 2 READS          |          23 WRITES 
--- 4 READS          |          29 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          29 WRITES 
--- 1 READS          |          15 WRITES 
--- 3 READS          |          11 WRITES 
--- 3 READS          |          3 WRITES 
--- 1 READS          |          15 WRITES 
--- 4 READS          |          13 WRITES 
--- 4 READS          |          1 WRITES 
--- 4 READS          |          13 WRITES 
--- 3 READS          |          3 WRITES 
--- 2 READS          |          7 WRITES 
--- 3 READS          |          11 WRITES 
--- 4 READS          |          29 WRITES 
--- 4 READS          |          21 WRITES 
--- 4 READS          |          29 WRITES 
--- 4 READS          |          13 WRITES 
--- 2 READS          |          7 WRITES 
--- 4 READS          |          21 WRITES 
--- 3 READS          |          3 WRITES 
--- 4 READS          |          9 WRITES 
--- 2 READS          |          24 WRITES 
--- 4 READS          |          15 WRITES 
--- 3 READS          |          29 WRITES 
--- 2 READS          |          9 WRITES 
--- 3 READS          |          29 WRITES 
--- 3 READS          |          21 WRITES 
--- 4 READS          |          19 WRITES 
--- 3 READS          |          29 WRITES 
--- 4 READS          |          15 WRITES 
--- 3 READS          |          29 WRITES 
--- 3 READS          |          5 WRITES 
--- 4 READS          |          11 WRITES 
--- 4 READS          |          31 WRITES 
